url,filename,uppercaption,lowercaption,views,upvote
https://i.imgflip.com/1pz4dd.jpg,rod-serling-twilight-zone.jpg,imagine if you will  a,call center job where you get to listen to customer whine about why they got caught doing something wrong,1408,0
https://i.imgflip.com/1blecx.jpg,rod-serling-twilight-zone.jpg,imagine a world ruled by thieves/ murders called...mr. president.  and people say ...thank mr.president,statism is a mental health illness,2195,4
https://i.imgflip.com/1t7ayd.jpg,rod-serling-twilight-zone.jpg,imagine a society of slaves,"who didn't think they were slaves anymore, simply because they were freed in 1863 (baruch 3:8). a society that hides the truth (nationality, heritage, and history) of who they really are. these so-called blacks, hispanics, and native indians are the israelites according to the bible. they are the greatest people on the planet earth. (deut 7:6). wake up israel.",2915,0
https://i.imgflip.com/13x6ud.jpg,rod-serling-twilight-zone.jpg,some people call me the space cowboy. some call me the gangster of love. but,nobody calls me maurice and i thank you to remember that 😐,2159,1
https://i.imgflip.com/1yzqyd.jpg,rod-serling-twilight-zone.jpg,welcome to a time of year we like to call,extra black dark,1285,0
https://i.imgflip.com/4o34k6.jpg,rod-serling-twilight-zone.jpg,imagine  if  you  will,a world without  hypothetical  situations,326,1
https://i.imgflip.com/5bjkaj.jpg,rod-serling-twilight-zone.jpg,imagine a world where 1% controls all the wealth and power,and 45% of the poorly educated population blindly supports that.,58,0
https://i.imgflip.com/4b185f.jpg,rod-serling-twilight-zone.jpg,imagine if you will a world,where one of the biggest communication companies in america can destroy the number one satellite tv service in less than 2 years,236,0
https://i.imgflip.com/40swhg.jpg,rod-serling-twilight-zone.jpg,imagine the shock of every wisconsinite,on finding themselves all packed in milwaukee county at once during a covid outbreak. . . and finding out that is only about 2/3 of the twilight zone that is new york city.,690,0
https://i.imgflip.com/2kk5l1.jpg,rod-serling-twilight-zone.jpg,jerkface,poopybutts,188,0
https://i.imgflip.com/2a1xqa.jpg,rod-serling-twilight-zone.jpg,"image if you will, a country where liberals and terrorist",are united that gina haspel is too tough on terrorist,325,0
https://i.imgflip.com/2egt6s.jpg,rod-serling-twilight-zone.jpg,imagine a world where we have a president who’s a complete idiot,"oh wait that’s what’s happening right now, isn’t it? well crap.",760,2
https://i.imgflip.com/3kpr9z.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a world where people think christmas is over before the feast of the epiphany,245,0
https://i.imgflip.com/579i89.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will",a world full of adults too immature to understand the difference between growing up and just growing cynical,74,0
https://i.imgflip.com/5jsgf5.jpg,rod-serling-twilight-zone.jpg,"imagine, a female that doesn't cheat, texts back fast",is about you and only you 🤯🤤,67,0
https://i.imgflip.com/5xmaqn.jpg,rod-serling-twilight-zone.jpg,imagine if you will a planet of people taking booster vaccinations,only to be guided by a strange cult who then insist you wear a mask to cover the nose and mouth,119,0
https://i.imgflip.com/4y076s.jpg,Uncomfortable-Nightclub-Girl.jpg,when i try to flirt,with a girl,5667,4
https://i.imgflip.com/3madgz.jpg,Uncomfortable-Nightclub-Girl.jpg,you know,i have a pug at how just as beautiful as you,7171,3
https://i.imgflip.com/3fafu3.jpg,Uncomfortable-Nightclub-Girl.jpg,when someone has airpods in,and you are hungry for a crunchy snack,4709,1
https://i.imgflip.com/5kaj4j.jpg,Brace-Yourself.jpg,brace yourself,school is going to start again,1115,7
https://i.imgflip.com/52ccs5.jpg,Brace-Yourself.jpg,brace yourself,your goodbye messages are coming,2275,6
https://i.imgflip.com/5k7tc7.jpg,Brace-Yourself.jpg,brace yourself,season 4 of stranger things is coming,816,1
https://i.imgflip.com/4k9wjx.jpg,Brace-Yourself.jpg,brace yourself,people changing their profile picture to promote their service are coming,1280,3
https://i.imgflip.com/4qyemo.jpg,Brace-Yourself.jpg,brace yourselves,6hour power outage is coming,1073,2
https://i.imgflip.com/3uooz6.jpg,Brace-Yourself.jpg,brace yourself,for more covid19 parody songs,957,4
https://i.imgflip.com/3sypah.jpg,Brace-Yourself.jpg,brace yourselves,homeschooling 'woe-is-me' posts are coming,998,0
https://i.imgflip.com/1ilj42.jpg,Brace-Yourself.jpg,"...for award-ceremonies to be hijacked with gratuitous political tripe, from self-important, elitist, hollywood-bubble twits, brace yourselves",who think they should be in charge of telling people what to think,2732,11
https://i.imgflip.com/3sj7cr.jpg,Brace-Yourself.jpg,brace yourselves,covid-19 emails are coming from every retail place you ever signed up with.,1273,1
https://i.imgflip.com/2ltauv.jpg,Brace-Yourself.jpg,brace yourself,the diarrhea is coming,1150,2
https://i.imgflip.com/25ejsg.jpg,Brace-Yourself.jpg,brace yourselves,busy season is coming,842,3
https://i.imgflip.com/1x53tu.jpg,Brace-Yourself.jpg,brace yourself,tin whistles are coming,16970,2
https://i.imgflip.com/2y8hq6.jpg,Brace-Yourself.jpg,brace yourselves,shorts weather is coming,877,0
https://i.imgflip.com/2ssebo.jpg,Brace-Yourself.jpg,brace yourself,for bikinibottom halftime qualms,1730,1
https://i.imgflip.com/1wqgw3.jpg,Brace-Yourself.jpg,brace yourselves,here come gofundmes to find the earth's curvature,510,3
https://i.imgflip.com/1yec09.jpg,Brace-Yourself.jpg,brace yourselves,crappy pumkin carvings & shitty halloween pics coming in,289,2
https://i.imgflip.com/1rigza.jpg,Brace-Yourself.jpg,brace yourself,summer seminars are coming,317,1
https://i.imgflip.com/2u7320.jpg,Brace-Yourself.jpg,brace yourself,youtubers are coming,2516,0
https://i.imgflip.com/2v9xgc.jpg,Brace-Yourself.jpg,brace yourselves,summer break is coming,225,1
https://i.imgflip.com/62j1eu.jpg,Brace-Yourself.jpg,gird your loins,for the omega variant,81,0
https://i.imgflip.com/5l92r5.jpg,Brace-Yourself.jpg,brace yourself,you're getting a cast,85,0
https://i.imgflip.com/4cx5io.jpg,Brace-Yourself.jpg,brace yourselves,cat-2020 is coming,106,0
https://i.imgflip.com/4a5n1m.jpg,Brace-Yourself.jpg,brace yourself,"it's 10:01, corona is coming and you must return to your barricades",99,0
https://i.imgflip.com/3ajrsb.jpg,Brace-Yourself.jpg,brace yourselves,saturday hijinks are coming,571,0
https://i.imgflip.com/2zl3ap.jpg,Brace-Yourself.jpg,brace yourselves,mephone5 is coming,268,0
https://i.imgflip.com/2rrsba.jpg,Brace-Yourself.jpg,brace   yourself,ticket holds  are coming!!!!,606,0
https://i.imgflip.com/2cydl5.jpg,Brace-Yourself.jpg,brace yourself,posts about the inked little finger began to scatter,130,0
https://i.imgflip.com/2cndi0.jpg,Brace-Yourself.jpg,brace yourselves,the memes with dragnea in jail are coming,255,0
https://i.imgflip.com/28sp1w.jpg,Brace-Yourself.jpg,brace yourself,iris is coming 🤘,212,0
https://i.imgflip.com/20qbgn.jpg,Brace-Yourself.jpg,brace yourself,couch jockeys are coming,920,0
https://i.imgflip.com/1fidt9.jpg,Brace-Yourself.jpg,brace yourself,winter week is coming,105,0
https://i.imgflip.com/23e2oy.jpg,Brace-Yourself.jpg,brace yourself fa cup memes are on the way,arsenal supporters need not be scared 😂,119,0
https://i.imgflip.com/3kuyvv.jpg,Brace-Yourself.jpg,brace yourself,mandlorian themed shirts are comming,112,0
https://i.imgflip.com/1zer5c.jpg,Chuck-Norris-Phone.jpg,when graham bell invented the telephone,he had two missed calls from chuck norris,37642,0
https://i.imgflip.com/24e0jy.jpg,Chuck-Norris-Phone.jpg,chuck norris,listening to telemarketer beg for his life,50785,0
https://i.imgflip.com/2sgyo7.jpg,Chuck-Norris-Phone.jpg,when alexander grahm bell invented the telephone,he had 3 missed calls from chuck norris,10406,0
https://i.imgflip.com/2gnqtp.jpg,Chuck-Norris-Phone.jpg,chuck norris,can make a telemarketer shut up,8160,0
https://i.imgflip.com/55md7w.jpg,Chuck-Norris-Phone.jpg,if you call me one more time about my car warranty,i'll break off your arm and shove it up your . . .,1935,2
https://i.imgflip.com/1xt6ki.jpg,Chuck-Norris-Phone.jpg,yes mr.president. of course mr. president,"yes with double cheese mr.president, and hurry up",41940,0
https://i.imgflip.com/2ui61f.jpg,Chuck-Norris-Phone.jpg,chuck norris can browse the internet,on a landline,4698,0
https://i.imgflip.com/29et70.jpg,Chuck-Norris-Phone.jpg,when alexander bell invented the telephone,he had 3 missed calls from chuck norris,6796,0
https://i.imgflip.com/17xg4b.jpg,Chuck-Norris-Phone.jpg,chuck norris catches all the pokemon,from a landline,42985,0
https://i.imgflip.com/39rdos.jpg,Chuck-Norris-Phone.jpg,chuck norris once made a call on a land line,it wasn't plugged in,3590,0
https://i.imgflip.com/2jhnar.jpg,Chuck-Norris-Phone.jpg,plays cover of a famous hit song,original artist offers to pay damages for copyright infringement,3978,14
https://i.imgflip.com/3ycgjc.jpg,Chuck-Norris-Phone.jpg,"""who is this""","""why this is doug dimadome owner of the dimmesdale dimadome""",1635,3
https://i.imgflip.com/49y67z.jpg,Chuck-Norris-Phone.jpg,"2020, this is chuck",i want a rematch,1860,3
https://i.imgflip.com/2a3che.jpg,Chuck-Norris-Phone.jpg,chuck norris doesn't call 911,911 calls chuck norris,1319,13
https://i.imgflip.com/2jqwhh.jpg,Chuck-Norris-Phone.jpg,chuck norris does not call 911,911 calls him,2277,0
https://i.imgflip.com/216zue.jpg,Chuck-Norris-Phone.jpg,picks up the phone,pizza delivery boy knocks on door,1730,0
https://i.imgflip.com/20z8vs.jpg,Chuck-Norris-Phone.jpg,chuck norris can text hundreds of people every second,with a rotary phone,1962,12
https://i.imgflip.com/4pz674.jpg,Chuck-Norris-Phone.jpg,chuck norris was called to deal with armed robbers who had taken hostages in a bank,"after 18 grueling hours of tense negotiations, norris finally agreed to release the robbers",765,3
https://i.imgflip.com/1u70rh.jpg,Chuck-Norris-Phone.jpg,when chuck norris needs to laugh he calls,"raydog, dash hopes, craziness, isayisay and all other memers",1588,0
https://i.imgflip.com/28zsoc.jpg,Chuck-Norris-Phone.jpg,telemarketer realizes they called chuck norris,they hang up,1104,0
https://i.imgflip.com/1wnq71.jpg,Chuck-Norris-Phone.jpg,“hi! i’m calling on behalf of”,the last 3 seconds of a telemarketer life,1632,0
https://i.imgflip.com/1spl5y.jpg,Chuck-Norris-Phone.jpg,"i know you want to be a bad ass liam neeson ,but i'm the original bad ass",i will find you and i will round house kick you.,3392,10
https://i.imgflip.com/2vqy80.jpg,Chuck-Norris-Phone.jpg,chuck norris fears nothing,execpt forgetting to order girl scout cookies,1647,4
https://i.imgflip.com/2lnyt1.jpg,Chuck-Norris-Phone.jpg,when you call chuck norris,he answers before you even make the call.,1216,6
https://i.imgflip.com/3u48w6.jpg,Chuck-Norris-Phone.jpg,police? the coronavirus called my house,now i have the coronavirus in quarantine.,2846,1
https://i.imgflip.com/21vu36.jpg,Chuck-Norris-Phone.jpg,chuck norris,downloads whatsapp on a nokia 3310,1429,0
https://i.imgflip.com/1tmhfl.jpg,Chuck-Norris-Phone.jpg,telemarketers,messing with the wrong guy,1322,0
https://i.imgflip.com/2gr2fx.jpg,Chuck-Norris-Phone.jpg,chuck norris can persuade,the telemarketer to subscribe,600,0
https://i.imgflip.com/2uzsom.jpg,Chuck-Norris-Phone.jpg,chuck norris doesn't try and make appointments,he just makes them,1043,3
https://i.imgflip.com/38osv9.jpg,Chuck-Norris-Phone.jpg,me: we are not friends anymore,friend: 911? can i report a drug dealer,1268,2
https://i.imgflip.com/2el2a9.jpg,Chuck-Norris-Phone.jpg,chuck norris doesn't call 911,911 calls chuck norris,911,6
https://i.imgflip.com/2b921g.jpg,Chuck-Norris-Phone.jpg,i hope you find me,and try to kill me,788,0
https://i.imgflip.com/2kppcf.jpg,Chuck-Norris-Phone.jpg,my first phone call,when i win megamillions,1358,3
https://i.imgflip.com/1al3g4.jpg,Chuck-Norris-Phone.jpg,chuck norris doesn't pay for phone service,the phone service pays him,1411,8
https://i.imgflip.com/29as5z.jpg,Chuck-Norris-Phone.jpg,"let me put it to you this way, if you're leaning",you better start cleaning,902,4
https://i.imgflip.com/1cuo8a.jpg,Chuck-Norris-Phone.jpg,when alexander graham bell invented the telephone,he had two missed calls from chuck norris.,4944,7
https://i.imgflip.com/25toyc.jpg,Chuck-Norris-Phone.jpg,hello enterprise,did you really think you could bring me down??,914,4
https://i.imgflip.com/29dgzs.jpg,Chuck-Norris-Phone.jpg,you will release all the hostages and you will pay me a ransom,"and bring me a coffee too, no cream no sugar, hurry and let your car here when leaving",3125,3
https://i.imgflip.com/2hw3ym.jpg,Chuck-Norris-Phone.jpg,chuck norris,could solve your problom,1073,0
https://i.imgflip.com/1u78bt.jpg,Chuck-Norris-Phone.jpg,"when chuck norris makes a meme, he's on the front page",before he's even submitted it and got upvotes,963,0
https://i.imgflip.com/2de7hw.jpg,Chuck-Norris-Phone.jpg,when phone solicitors call chuck norris,they ask to be put on his do not kill list,557,3
https://i.imgflip.com/1fkjo6.jpg,Chuck-Norris-Phone.jpg,what do you mean you don't know who i am and you'll find me and kill me,i'm chuck norris!,1272,6
https://i.imgflip.com/1iapqr.jpg,Chuck-Norris-Phone.jpg,that moment when you realize you make more money from being a meme,than from your acting career,2796,0
https://i.imgflip.com/29fo7f.jpg,Chuck-Norris-Phone.jpg,chuck norris doesn't pay bills,bills pay chuck norris,739,3
https://i.imgflip.com/2902rv.jpg,Chuck-Norris-Phone.jpg,telemarketer calls chuch norris,actually gives him a free cruise and a month in disney world,760,3
https://i.imgflip.com/1vas5b.jpg,Chuck-Norris-Phone.jpg,nobody prank calls chuck norris,because they dont like roundhouse kicks,914,4
https://i.imgflip.com/1u5fp9.jpg,Chuck-Norris-Phone.jpg,you coming into work tomorrow,or are you just gonna micromanage?,2231,0
https://i.imgflip.com/1zlok7.jpg,Chuck-Norris-Phone.jpg,chuck norris called north korea,they voluntarily scuttled the whole country,956,4
https://i.imgflip.com/1lbtnn.jpg,Chuck-Norris-Phone.jpg,managed to catch them all,with a landline,1071,5
https://i.imgflip.com/1ol0hr.jpg,Chuck-Norris-Phone.jpg,chuck norris doesnt use a computer to browse web,(he's online),1347,4
https://i.imgflip.com/2z4hho.jpg,Chuck-Norris-Phone.jpg,we can browse the internet on a computer,chuck norris can browse the internet on a landline,1037,1
https://i.imgflip.com/1aggxt.jpg,Chuck-Norris-Phone.jpg,chuck norris,caught all the pokemon using a land line,1592,4
https://i.imgflip.com/zmjg3.jpg,Chuck-Norris-Phone.jpg,"""hey god it's chuck..""","""it's time to get back to work.""",9860,0
https://i.imgflip.com/2nyxj4.jpg,Chuck-Norris-Phone.jpg,is this the pizza guy? i'd like to order please,but make sure it haz lotz of cheez,605,1
https://i.imgflip.com/1o94al.jpg,Chuck-Norris-Phone.jpg,telephone providers broadcast,only what chuck wants,1236,2
https://i.imgflip.com/1ob6s7.jpg,Chuck-Norris-Phone.jpg,chuck norris sells stuff,to telemarketers.,440,3
https://i.imgflip.com/1k10fp.jpg,Chuck-Norris-Phone.jpg,"""i don't have the wrong number.""","""you just picked up the wrong phone.""",918,3
https://i.imgflip.com/2bb7no.jpg,Chuck-Norris-Phone.jpg,yes mr president,i wanted you to order me everything at olive garden,909,2
https://i.imgflip.com/1w1as1.jpg,Chuck-Norris-Phone.jpg,"hello, you've reached chuck norris",how many butts do you want kicked?,388,0
https://i.imgflip.com/qsp21.jpg,Chuck-Norris-Phone.jpg,i won't play at league of legends. if i do this,all enemies surrends before 20',4448,3
https://i.imgflip.com/1v7r8s.jpg,Chuck-Norris-Phone.jpg,when he checks out the hotel,book out world,884,1
https://i.imgflip.com/1r001z.jpg,Chuck-Norris-Phone.jpg,gps can't track chuck norris,chuck norris tracks gps,816,1
https://i.imgflip.com/1tedil.jpg,Chuck-Norris-Phone.jpg,when chuck norris,put on hold some one,3148,0
https://i.imgflip.com/zmjc8.jpg,Chuck-Norris-Phone.jpg,the real reason,no one is prosecuting hillary on her emails,6679,0
https://i.imgflip.com/3ajc23.jpg,Chuck-Norris-Phone.jpg,customer care service,"if you understand english, press 1  if you do not understand english, press 2.",1155,0
https://i.imgflip.com/1zkidw.jpg,Chuck-Norris-Phone.jpg,when your at a party and your mom calls you saying,""" where are you!! im going to kill you when you get home""",1403,1
https://i.imgflip.com/1oc4c6.jpg,Chuck-Norris-Phone.jpg,chuck norris never gets calls from solicitors,solicitors know it extends their life expectancy just by not calling chuck norris,1327,1
https://i.imgflip.com/1u69tl.jpg,Chuck-Norris-Phone.jpg,if you don't call back prospects,chuck will prospect you,1263,0
https://i.imgflip.com/339bbe.jpg,Chuck-Norris-Phone.jpg,when chuck norris calls god,god answers,1055,1
https://i.imgflip.com/1opzga.jpg,Chuck-Norris-Phone.jpg,chuck doesn't like dmca callers,does chuck have to choke a customer,1167,0
https://i.imgflip.com/3pgkm7.jpg,Chuck-Norris-Phone.jpg,"no, sir",i don't have prince albert in a can,859,1
https://i.imgflip.com/3pgjs6.jpg,Chuck-Norris-Phone.jpg,why....yes,my refridgerator is running,723,1
https://i.imgflip.com/1q2py3.jpg,Chuck-Norris-Phone.jpg,"neeson: ""i don't know who you are. i don't know what you want. if you are looking for ransom, i can tell you i don't have money. but what i do have are a very particular set of skills, skills i have acquired over a very long career. skills that make me a nightmare for people like you. if you let my daughter go now, that'll be the end of it. i will not look for you, i will not pursue you. but if you don't, i will look for you, i will find you, and i will kill you.""",norris: i look forward to it.,10300,0
https://i.imgflip.com/2jcyas.jpg,Chuck-Norris-Phone.jpg,when hhitler's phone was installed,it had 2 missed calls from chuck norris,192,1
https://i.imgflip.com/5esyum.jpg,Chuck-Norris-Phone.jpg,i don’t care about your answering machine,i want to hear your voice not your stupid answering machine,91,0
https://i.imgflip.com/48iwk0.jpg,Chuck-Norris-Phone.jpg,chuck norris giving img permission,too post reydogs new meme,95,0
https://i.imgflip.com/3ey4ah.jpg,Chuck-Norris-Phone.jpg,give me five minutes,i have a hot pocket to catch,616,0
https://i.imgflip.com/2hm5y7.jpg,Chuck-Norris-Phone.jpg,texas rangers need me,i'm on my way,201,0
https://i.imgflip.com/2bemmh.jpg,Chuck-Norris-Phone.jpg,the teacher chuck norris,he left her off with a detention,213,0
https://i.imgflip.com/29urva.jpg,Chuck-Norris-Phone.jpg,so... for you lego delivery it will cost 20$,i´m chuck norris.....ok it's everything free,278,0
https://i.imgflip.com/1l8j6b.jpg,Chuck-Norris-Phone.jpg,you've reached chuck norris,what has he done? and where can i find him?,253,0
https://i.imgflip.com/35301p.jpg,Chuck-Norris-Phone.jpg,that's right prime minister,i am eligible to play for the black caps,219,0
https://i.imgflip.com/352zpp.jpg,Chuck-Norris-Phone.jpg,that's right prime minister,i'm eligible to play for the black caps,218,0
https://i.imgflip.com/5usvlk.jpg,Dinosaur.jpg,if all dinosaurs died in the asteroid crash,then how are their decendents alive and well today?,234,0
https://i.imgflip.com/5rzz8c.jpg,Dinosaur.jpg,if google celebrates women's day,then why it doesn't celebrates men's day?,266,0
https://i.imgflip.com/3t10xc.jpg,Dinosaur.jpg,what if we invented a vaccine for covid-19,how would anti-vaxers even cope?,2900,0
https://i.imgflip.com/3v0pc6.jpg,Dinosaur.jpg,my whithers ache when there's climate change,i wonder what it means when my ass is burning?,335,2
https://i.imgflip.com/3l0l7o.jpg,Dinosaur.jpg,"on red bull cans it says ""it gives you wiiiiiings""","does that mean it doesn't give you wings, but wiiiiings?",357,0
https://i.imgflip.com/2ykf3v.jpg,Dinosaur.jpg,can flex tape,fix flex tape?,431,0
https://i.imgflip.com/3f2ca1.jpg,Dinosaur.jpg,i have a degree in paleocinematology,i can almost always tell if they use fake dinosaurs in movies,744,2
https://i.imgflip.com/2gv9gl.jpg,Dinosaur.jpg,dems rag on about gun violence in schools,dem judge releases islamic radicals planning gun violence in schools,783,4
https://i.imgflip.com/2cqlmi.jpg,Dinosaur.jpg,if the poison is already expired,does it mean its not poisonous anymore,502,4
https://i.imgflip.com/2na6so.jpg,Dinosaur.jpg,if you think frequent moving is difficult,try living in a military family,345,3
https://i.imgflip.com/2zco6i.jpg,Dinosaur.jpg,if the fountain of youth makes you younger,what happens if you drown in it?,366,0
https://i.imgflip.com/1s9si4.jpg,Dinosaur.jpg,if a noodle is made with gmos,does that make it an impasta?,571,4
https://i.imgflip.com/2ls6ef.jpg,Dinosaur.jpg,if you think change in education is expensive,try stagnation!,316,2
https://i.imgflip.com/1v9fqt.jpg,Dinosaur.jpg,if system constants are constant,then why do we set them ??,578,0
https://i.imgflip.com/36gtsi.jpg,Dinosaur.jpg,thought for the day,definitive proof that natural selection exists? how many well-hung sausage dogs have you ever seen?,473,1
https://i.imgflip.com/35tzkc.jpg,Dinosaur.jpg,what if the area 51 invasion page,is a trap by the us government to find out who hates america.,374,1
https://i.imgflip.com/1txw3k.jpg,Dinosaur.jpg,"if they usually get tomorrows weather wrong, just one day","why should i believe they are right about climate change, nearly 5 billion years",381,3
https://i.imgflip.com/3qejdc.jpg,Dinosaur.jpg,would i be considered a beggar,if i asked for dowmvotes,220,0
https://i.imgflip.com/2sjhom.jpg,Dinosaur.jpg,if vegans don't use animal products,why do they wear leather belts?,337,3
https://i.imgflip.com/2ldj9i.jpg,Dinosaur.jpg,when stack overflow is down,how do their engineers debug and fix?,382,1
https://i.imgflip.com/65480c.jpg,Dinosaur.jpg,if love is love,then why is it pink for bitches?,55,0
https://i.imgflip.com/4f6mwx.jpg,Dinosaur.jpg,public announcement from the archons,"stop with the hate icke, love a lizard today!",173,0
https://i.imgflip.com/4efw11.jpg,Dinosaur.jpg,data science is the sexiest job of century,its because they do modeling for profession,368,0
https://i.imgflip.com/3wn0qb.jpg,Dinosaur.jpg,i must downsize but i'm afraid to be swallowed,(if we don't remove  the law of the jungle  we will always be  trying to be bigger),132,0
https://i.imgflip.com/3v4iqf.jpg,Dinosaur.jpg,it took a giant asteroid to wipe us out,but only a microscopic bug to destroy mankind,86,0
https://i.imgflip.com/3v0pr1.jpg,Dinosaur.jpg,how many shiny colored minis,are in every box of screams?,148,0
https://i.imgflip.com/3b9rdu.jpg,Dinosaur.jpg,is plastic vegan,because it comes from dinosaurs,292,0
https://i.imgflip.com/2jiy89.jpg,Dinosaur.jpg,what if yesterday's fantasy fiction,became today's religions,144,0
https://i.imgflip.com/2ifn84.jpg,Dinosaur.jpg,when you click “add friends”,but you don’t know anybody then realize you don’t have friends.,128,0
https://i.imgflip.com/2fq116.jpg,Dinosaur.jpg,if we apologize to saraswati for touching books with our leg,shouldn't we apologize to bhumi-devi for walking over her?,149,0
https://i.imgflip.com/2apl2y.jpg,Dinosaur.jpg,if bill is wfh tomorrow,can we wfh as well?,165,0
https://i.imgflip.com/294vh9.jpg,Dinosaur.jpg,if john wants a pizza pie,will he get a pizza or a pie?,122,0
https://i.imgflip.com/273ybc.jpg,Dinosaur.jpg,if usps loses a package,is it called the us postal disservice?,223,0
https://i.imgflip.com/1jbz5z.jpg,Dinosaur.jpg,"if ice cube made ""it was a good day"" in '92-'93","are people starting to worry if he will indeed ""live another 24"" this june",165,0
https://i.imgflip.com/3hmd98.jpg,Dinosaur.jpg,if dennis nedry from jurassic park,eats shaving cream what does he do with whipped cream,256,0
https://i.imgflip.com/3841cg.jpg,Dinosaur.jpg,if you really liked that person's art,why would you insult them for selling it to you?,128,0
https://i.imgflip.com/3iaevq.jpg,Dinosaur.jpg,if you cut off mike wazowski's legs,wouldn't that be decapitating him?,201,0
https://i.imgflip.com/3ouon1.jpg,Dinosaur.jpg,did you know a terrorist group is named after a god,that gods name is isis,181,1
https://i.imgflip.com/5usl4b.jpg,Dinosaur.jpg,should i,make ww3 a reality,47,0
https://i.imgflip.com/5zecqs.jpg,Look-Marge.jpg,look marge,i feel speshul,519,2
https://i.imgflip.com/4z4ucy.jpg,Look-Marge.jpg,look at me,i'm taking the vaccine,2325,0
https://i.imgflip.com/44um2j.jpg,Look-Marge.jpg,look at me,i'm taking down confederate flag for racism,2831,5
https://i.imgflip.com/4zm9al.jpg,Look-Marge.jpg,look at me,i'm a vegan,1874,1
https://i.imgflip.com/4m0g7c.jpg,Look-Marge.jpg,i'm so glad for facebook fact checkers,mark zuckerberg wants me to know the truth,1711,1
https://i.imgflip.com/452dnm.jpg,Look-Marge.jpg,oooh look at me! i'm cooler than everyone else,because i don't wear the medical face mask,2041,0
https://i.imgflip.com/4a7yez.jpg,Look-Marge.jpg,look marge,i'm amish,1265,3
https://i.imgflip.com/46ndqt.jpg,Look-Marge.jpg,new england patriots,super bowl champs,1122,1
https://i.imgflip.com/1ekkuq.jpg,Look-Marge.jpg,"look, marge",i'm a feminist,3663,0
https://i.imgflip.com/1egr0g.jpg,Look-Marge.jpg,lookmarge,im michael moore,1085,7
https://i.imgflip.com/19klpn.jpg,Look-Marge.jpg,look marge,i'm scarce,1009,3
https://i.imgflip.com/2b78uh.jpg,Look-Marge.jpg,look marge,i ride a ktm,1358,1
https://i.imgflip.com/6702l5.jpg,Look-Marge.jpg,we’re gonna,win the quadruple,44,0
https://i.imgflip.com/5u5elk.jpg,Look-Marge.jpg,georgia,hasn’t played anybody,98,0
https://i.imgflip.com/4ztscq.jpg,Look-Marge.jpg,look at me,i'm from leeds,133,0
https://i.imgflip.com/4e3ivs.jpg,Look-Marge.jpg,how good is my homegrown,this good,205,0
https://i.imgflip.com/42wlpx.jpg,Look-Marge.jpg,look marge,"i'm bill gates, the self-appointed ruler of the world",290,0
https://i.imgflip.com/2b78re.jpg,Look-Marge.jpg,look marge,i'm ryan dungey,361,0
https://i.imgflip.com/144121.jpg,Look-Marge.jpg,look marge,i'm hibs,2315,0
https://i.imgflip.com/2aklqy.jpg,Look-Marge.jpg,look marge i work at,the west australian,253,0
https://i.imgflip.com/5gdttj.jpg,Ron-Swanson.jpg,spellcheck,is public enema number one,988,11
https://i.imgflip.com/247gx6.jpg,Ron-Swanson.jpg,if more men tenderly loved and cherished their wives like i love bacon,the world would be a much better place,59474,0
https://i.imgflip.com/1htlym.jpg,Ron-Swanson.jpg,i didn't say global warming is a hoax,i said paying more taxes and voting for a politician who will end global warming is a hoax,20506,0
https://i.imgflip.com/ze7c4.jpg,Ron-Swanson.jpg,i hate when mom calls while i'm watching tv,she's been dead since 2004 and it creeps me out,12166,0
https://i.imgflip.com/1g0kul.jpg,Ron-Swanson.jpg,you live in minnesota,if it's not below freezing take that winter jacket off and man up,10763,0
https://i.imgflip.com/3y0y47.jpg,Ron-Swanson.jpg,i'm a simple man,i do what my bacon tells me to do,6471,6
https://i.imgflip.com/3cgvs3.jpg,Ron-Swanson.jpg,teamwork,means never having to take all the blame yourself,9989,9
https://i.imgflip.com/2ntcju.jpg,Ron-Swanson.jpg,that was a waste of eight hours,said no fisherman ever,10552,0
https://i.imgflip.com/4k346b.jpg,Ron-Swanson.jpg,wite-out leaves a bumpy  surface,to write your signature,1432,3
https://i.imgflip.com/3pavyn.jpg,Ron-Swanson.jpg,the moment you can show me a turkey-pig,is when i'll consider eating turkey-bacon,9151,6
https://i.imgflip.com/1kq6sy.jpg,Ron-Swanson.jpg,the bachelor is the show that answers the question:,how much alcohol do you have to drink until the guy making out with 20 different women seems like he'd make a good husband?,45236,34
https://i.imgflip.com/24ccc0.jpg,Ron-Swanson.jpg,denying biological differences between men and women is stupid and unproductive,that's all,19340,0
https://i.imgflip.com/2rfawe.jpg,Ron-Swanson.jpg,most little girls want to be mermaids when they grow up,"sad thing is when they do grow up, they look closer to manatees",3759,0
https://i.imgflip.com/1g8lhi.jpg,Ron-Swanson.jpg,if you dress like a lumber jack,"but can't use an axe, you're a hipster, not a grown man",24742,0
https://i.imgflip.com/1uyfyp.jpg,Ron-Swanson.jpg,my wife puts the potato masher in the utensil drawer,because sometimes its fun to not be able to open the utensil drawer,4709,0
https://i.imgflip.com/1ba1lk.jpg,Ron-Swanson.jpg,i would rather bleed out,than sit here and talk about my feelings for 10 mins.,9299,0
https://i.imgflip.com/2d77bs.jpg,Ron-Swanson.jpg,i don't care what anybody thinks about me,"except for dogs, i want dogs to like me.",1890,9
